priority,collection_id
2,Löberschütz Thüringen
2,Löbichau Thüringen
2,Löbnitz Mecklenburg-Vorpommern
2,Löbnitz Sachsen
2,Löchgau Baden-Württemberg
2,Lochum Rheinland-Pfalz
2,Löcknitz Mecklenburg-Vorpommern
2,Lockstedt Schleswig-Holstein
2,Lockwisch Mecklenburg-Vorpommern
2,Loddin Mecklenburg-Vorpommern
2,Lödla Thüringen
2,Löf Rheinland-Pfalz
2,Loffenau Baden-Württemberg
2,Löffingen Baden-Württemberg
2,Lohbarbek Schleswig-Holstein
2,Lohberg Bayern
2,Lohe-Föhrden Schleswig-Holstein
2,Lohe-Rickelshof Schleswig-Holstein
2,Lohfelden Hessen
2,Lohheide Niedersachsen
2,Lohkirchen Bayern
2,Löhma Thüringen
2,Lohmar Nordrhein-Westfalen
2,Lohme Mecklenburg-Vorpommern
2,Lohmen Sachsen
2,Lohmen Mecklenburg-Vorpommern
2,Löhnberg Hessen
2,Lohne Niedersachsen
2,Löhne Nordrhein-Westfalen
2,Lohnsfeld Rheinland-Pfalz
2,Lohnweiler Rheinland-Pfalz
2,Lohra Hessen
2,Lohr am Main Bayern
2,Lohrheim Rheinland-Pfalz
2,Lohsa - Łaz Sachsen
2,Loiching Bayern
2,Loissin Mecklenburg-Vorpommern
2,Loit Schleswig-Holstein
2,Loitsche-Heinrichsberg Sachsen-Anhalt
2,Loitz Mecklenburg-Vorpommern
2,Loitzendorf Bayern
2,Lollar Hessen
2,Löllbach Rheinland-Pfalz
2,Lollschied Rheinland-Pfalz
2,Lommatzsch Sachsen
2,Longen Rheinland-Pfalz
2,Longkamp Rheinland-Pfalz
2,Longuich Rheinland-Pfalz
2,Löningen Niedersachsen
2,Lonnerstadt Bayern
2,Lonnig Rheinland-Pfalz
2,Lonsee Baden-Württemberg
2,Lonsheim Rheinland-Pfalz
2,Looft Schleswig-Holstein
2,Loop Schleswig-Holstein
2,Loose Schleswig-Holstein
2,Löptin Schleswig-Holstein
2,Lorch Hessen
2,Lorch Baden-Württemberg
2,Lörrach Baden-Württemberg
2,Lorsch Hessen
2,Lorscheid Rheinland-Pfalz
2,Lorup Niedersachsen
2,Lörzweiler Rheinland-Pfalz
2,Losheim am See Saarland
2,Lösnich Rheinland-Pfalz
2,Lossatal Sachsen
2,Loßburg Baden-Württemberg
2,Lößnitz Sachsen
2,Lotte Nordrhein-Westfalen
2,Lottorf Schleswig-Holstein
2,Lottstetten Baden-Württemberg
2,Lötzbeuren Rheinland-Pfalz
2,Löwenberger Land Brandenburg
2,Löwenstedt Schleswig-Holstein
2,Löwenstein Baden-Württemberg
2,Loxstedt Niedersachsen
2,Lübbecke Nordrhein-Westfalen
2,Lübbenau/Spreewald Brandenburg
2,Lübben (Spreewald) Brandenburg
2,Lübberstedt Niedersachsen
2,Lübberstorf Mecklenburg-Vorpommern
2,Lübbow Niedersachsen
2,Lübeck Schleswig-Holstein
2,Lübesse Mecklenburg-Vorpommern
2,Lüblow Mecklenburg-Vorpommern
2,Lubmin Mecklenburg-Vorpommern
2,Lübow Mecklenburg-Vorpommern
2,Lübs Mecklenburg-Vorpommern
2,Lübstorf Mecklenburg-Vorpommern
2,Lübtheen Mecklenburg-Vorpommern
2,Lübz Mecklenburg-Vorpommern
2,Lüchow Schleswig-Holstein
2,Lüchow Niedersachsen
2,Lucka Thüringen
2,Luckaitztal Brandenburg
2,Luckau Brandenburg
2,Luckau (Wendland) Niedersachsen
2,Luckenbach Rheinland-Pfalz
2,Lückenburg Rheinland-Pfalz
2,Luckenwalde Brandenburg
2,Luckow Mecklenburg-Vorpommern
2,Lüdenscheid Nordrhein-Westfalen
2,Lüder Niedersachsen
2,Lüdersburg Niedersachsen
2,Lüdersdorf Mecklenburg-Vorpommern
2,Lüdersfeld Niedersachsen
2,Lüdershagen Mecklenburg-Vorpommern
2,Lüdinghausen Nordrhein-Westfalen
2,Ludorf Mecklenburg-Vorpommern
2,Ludwigsau Hessen
2,Ludwigsburg Baden-Württemberg
2,Ludwigschorgast Bayern
2,Ludwigsfelde Brandenburg
2,Ludwigshafen am Rhein Rheinland-Pfalz
2,Ludwigshöhe Rheinland-Pfalz
2,Ludwigslust Mecklenburg-Vorpommern
2,Ludwigsstadt Bayern
2,Ludwigswinkel Rheinland-Pfalz
2,Lüerdissen Niedersachsen
2,Lug Rheinland-Pfalz
2,Lugau/Erzgebirge Sachsen
2,Lügde Nordrhein-Westfalen
2,Lühburg Mecklenburg-Vorpommern
2,Luhden Niedersachsen
2,Luhe-Wildenau Bayern
2,Lühmannsdorf Mecklenburg-Vorpommern
2,Luhnstedt Schleswig-Holstein
2,Luisenthal Thüringen
2,Lülsfeld Bayern
2,Lumpzig Thüringen
2,Lunden Schleswig-Holstein
2,Lünebach Rheinland-Pfalz
2,Lüneburg Niedersachsen
2,Lünen Nordrhein-Westfalen
2,Lünne Niedersachsen
2,Lunow-Stolzenhagen Brandenburg
2,Lunzenau Sachsen
2,Lupburg Bayern
2,Lürschau Schleswig-Holstein
2,Lüssow Mecklenburg-Vorpommern
2,Lustadt Rheinland-Pfalz
2,Lütau Schleswig-Holstein
2,Lütetsburg Niedersachsen
2,Lutherstadt Eisleben Sachsen-Anhalt
2,Lutherstadt Wittenberg Sachsen-Anhalt
2,Lütjenburg Schleswig-Holstein
2,Lütjenholm Schleswig-Holstein
2,Lütjensee Schleswig-Holstein
2,Lütjenwestedt Schleswig-Holstein
2,Lütow Mecklenburg-Vorpommern
2,Lutter Thüringen
2,Lutter am Barenberge Niedersachsen
2,Lutterbek Schleswig-Holstein
2,Lüttow-Valluhn Mecklenburg-Vorpommern
2,Lütz Rheinland-Pfalz
2,Lützelbach Hessen
2,Lützen Sachsen-Anhalt
2,Lutzerath Rheinland-Pfalz
2,Lutzhorn Schleswig-Holstein
2,Lutzingen Bayern
2,Lützkampen Rheinland-Pfalz
2,Lützow Mecklenburg-Vorpommern
2,Luxem Rheinland-Pfalz
2,Lychen Brandenburg
2,Lykershausen Rheinland-Pfalz
2,Maasbüll Schleswig-Holstein
2,Maasen Niedersachsen
2,Maasholm Schleswig-Holstein
2,Machern Sachsen
2,Macken Rheinland-Pfalz
2,Mackenbach Rheinland-Pfalz
2,Mackenrode Thüringen
2,Mackenrodt Rheinland-Pfalz
2,Magdala Thüringen
2,Magdeburg Sachsen-Anhalt
2,Magstadt Baden-Württemberg
2,Mahlberg Baden-Württemberg
2,Mahlstetten Baden-Württemberg
2,Mähren Rheinland-Pfalz
2,Mähring Bayern
2,Maierhöfen Bayern
2,Maihingen Bayern
2,Maikammer Rheinland-Pfalz
2,Mainaschaff Bayern
2,Mainbernheim Bayern
2,Mainburg Bayern
2,Mainhardt Baden-Württemberg
2,Mainhausen Hessen
2,Mainleus Bayern
2,Mainstockheim Bayern
2,Maintal Hessen
2,Mainz Rheinland-Pfalz
2,Maisach Bayern
2,Maisborn Rheinland-Pfalz
2,Maitenbeth Bayern
2,Maitzborn Rheinland-Pfalz
2,Malberg Rheinland-Pfalz
2,Malbergweich Rheinland-Pfalz
2,Malborn Rheinland-Pfalz
2,Malchin Mecklenburg-Vorpommern
2,Malching Bayern
2,Malchow Mecklenburg-Vorpommern
2,Malente Schleswig-Holstein
2,Malgersdorf Bayern
2,Malk Göhren Mecklenburg-Vorpommern
2,Mallersdorf-Pfaffenberg Bayern
2,Malliß Mecklenburg-Vorpommern
2,Malsburg-Marzell Baden-Württemberg
2,Malsch Baden-Württemberg
2,Malschwitz - Malešecy Sachsen
2,Malsfeld Hessen
2,Malterdingen Baden-Württemberg
2,Mammelzen Rheinland-Pfalz
2,Mammendorf Bayern
2,Mamming Bayern
2,Manching Bayern
2,Mandel Rheinland-Pfalz
2,Mandelbachtal Saarland
2,Mandern Rheinland-Pfalz
2,Manderscheid Rheinland-Pfalz
2,Manhagen Schleswig-Holstein
2,Mannebach Rheinland-Pfalz
2,Mannheim Baden-Württemberg
2,Mannstedt Thüringen
2,Mannweiler-Cölln Rheinland-Pfalz
2,Mansfeld Sachsen-Anhalt
2,Mantel Bayern
2,Manubach Rheinland-Pfalz
2,Marbach am Neckar Baden-Württemberg
2,Marburg Hessen
2,March Baden-Württemberg
2,Margetshöchheim Bayern
2,Mariaposching Bayern
2,Marienberg Sachsen
2,Marienfels Rheinland-Pfalz
2,Marienfließ Brandenburg
2,Marienhafe Niedersachsen
2,Marienhausen Rheinland-Pfalz
2,Marienheide Nordrhein-Westfalen
2,Marienmünster Nordrhein-Westfalen
2,Marienrachdorf Rheinland-Pfalz
2,Mariental Niedersachsen
2,Marienwerder Brandenburg
2,Maring-Noviand Rheinland-Pfalz
2,Marisfeld Thüringen
2,Markdorf Baden-Württemberg
2,Markersdorf Sachsen
2,Markgröningen Baden-Württemberg
2,Märkisch Buchholz Brandenburg
2,Märkische Heide Brandenburg
2,Märkische Höhe Brandenburg
2,Märkisch Linden Brandenburg
2,Märkisch Luch Brandenburg
2,Markkleeberg Sachsen
2,Mark Landin Brandenburg
2,Marklkofen Bayern
2,Marklohe Niedersachsen
2,Markneukirchen Sachsen
2,Markranstädt Sachsen
2,Marktbergel Bayern
2,Markt Berolzheim Bayern
2,Markt Bibart Bayern
2,Marktbreit Bayern
2,Markt Einersheim Bayern
2,Markt Erlbach Bayern
2,Marktgraitz Bayern
2,Marktheidenfeld Bayern
2,Markt Indersdorf Bayern
2,Marktl Bayern
2,Marktleugast Bayern
2,Marktleuthen Bayern
2,Markt Nordheim Bayern
2,Marktoberdorf Bayern
2,Marktoffingen Bayern
2,Marktredwitz Bayern
2,Markt Rettenbach Bayern
2,Marktrodach Bayern
2,Marktschellenberg Bayern
2,Marktschorgast Bayern
2,Markt Schwaben Bayern
2,Marktsteft Bayern
2,Markt Taschendorf Bayern
2,Markt Wald Bayern
2,Marktzeuln Bayern
2,Markvippach Thüringen
2,Marl Nordrhein-Westfalen
2,Marl Niedersachsen
2,Marloffstein Bayern
2,Marlow Mecklenburg-Vorpommern
2,Marne Schleswig-Holstein
2,Marnerdeich Schleswig-Holstein
2,Marnheim Rheinland-Pfalz
2,Marnitz Mecklenburg-Vorpommern
2,Maroldsweisach Bayern
2,Marolterode Thüringen
2,Maroth Rheinland-Pfalz
2,Marpingen Saarland
2,Marquartstein Bayern
2,Marsberg Nordrhein-Westfalen
2,Marschacht Niedersachsen
2,Martensrade Schleswig-Holstein
2,Martfeld Niedersachsen
2,Marth Thüringen
2,Martinroda Thüringen
2,Martinsheim Bayern
2,Martinshöhe Rheinland-Pfalz
2,Martinstein Rheinland-Pfalz
2,Marxen Niedersachsen
2,Marxheim Bayern
2,Marxzell Baden-Württemberg
2,Marzhausen Rheinland-Pfalz
2,Marzling Bayern
2,Masburg Rheinland-Pfalz
2,Maselheim Baden-Württemberg
2,Maßbach Bayern
2,Massenbachhausen Baden-Württemberg
2,Massen-Niederlausitz Brandenburg
2,Masserberg Thüringen
2,Massing Bayern
2,Massow Mecklenburg-Vorpommern
2,Maßweiler Rheinland-Pfalz
2,Mastershausen Rheinland-Pfalz
2,Masthorn Rheinland-Pfalz
2,Matzenbach Rheinland-Pfalz
2,Matzerath Rheinland-Pfalz
2,Mauchenheim Rheinland-Pfalz
2,Mauden Rheinland-Pfalz
2,Mauel Rheinland-Pfalz
2,Mauer Baden-Württemberg
2,Mauern Bayern
2,Mauerstetten Bayern
2,Maulbronn Baden-Württemberg
2,Maulburg Baden-Württemberg
2,Mauschbach Rheinland-Pfalz
2,Mauth Bayern
2,Maxdorf Rheinland-Pfalz
2,Maxhütte-Haidhof Bayern
2,Maxsain Rheinland-Pfalz
2,Mayen Rheinland-Pfalz
2,Mayschoß Rheinland-Pfalz
2,Mechelroda Thüringen
2,Mechernich Nordrhein-Westfalen
2,Mechow Schleswig-Holstein
2,Mechtersen Niedersachsen
2,Meckel Rheinland-Pfalz
2,Meckenbach Rheinland-Pfalz
2,Meckenbeuren Baden-Württemberg
2,Meckenheim Nordrhein-Westfalen
2,Meckenheim Rheinland-Pfalz
2,Meckesheim Baden-Württemberg
2,Medard Rheinland-Pfalz
2,Meddersheim Rheinland-Pfalz
2,Meddewade Schleswig-Holstein
2,Medebach Nordrhein-Westfalen
2,Medelby Schleswig-Holstein
2,Medlingen Bayern
2,Medow Mecklenburg-Vorpommern
2,Meeder Bayern
2,Meerane Sachsen
2,Meerbeck Niedersachsen
2,Meerbusch Nordrhein-Westfalen
2,Meerfeld Rheinland-Pfalz
2,Meersburg Baden-Württemberg
2,Meesiger Mecklenburg-Vorpommern
2,Meezen Schleswig-Holstein
2,Megesheim Bayern
2,Meggerdorf Schleswig-Holstein
2,Mehlbach Rheinland-Pfalz
2,Mehlbek Schleswig-Holstein
2,Mehlingen Rheinland-Pfalz
2,Mehlmeisel Bayern
2,Mehmels Thüringen
2,Mehna Thüringen
2,Mehren Rheinland-Pfalz
2,Mehring Bayern
2,Mehring Rheinland-Pfalz
2,Mehrstetten Baden-Württemberg
2,Meiersberg Mecklenburg-Vorpommern
2,Meinborn Rheinland-Pfalz
2,Meine Niedersachsen
2,Meinersen Niedersachsen
2,Meinerzhagen Nordrhein-Westfalen
2,Meineweh Sachsen-Anhalt
2,Meinhard Hessen
2,Meinheim Bayern
2,Meiningen Thüringen
2,Meisburg Rheinland-Pfalz
2,Meisenheim Rheinland-Pfalz
2,Meißen Sachsen
2,Meißenheim Baden-Württemberg
2,Meißner Hessen
2,Meitingen Bayern
2,Melbeck Niedersachsen
2,Melchow Brandenburg
2,Meldorf Schleswig-Holstein
2,Melle Niedersachsen
2,Mellenbach-Glasbach Thüringen
2,Mellenthin Mecklenburg-Vorpommern
2,Mellingen Thüringen
2,Mellinghausen Niedersachsen
2,Mellrichstadt Bayern
2,Melpers Thüringen
2,Melsbach Rheinland-Pfalz
2,Melsdorf Schleswig-Holstein
2,Melsungen Hessen
2,Melz Mecklenburg-Vorpommern
2,Memmelsdorf Bayern
2,Memmingen Bayern
2,Memmingerberg Bayern
2,Menden Nordrhein-Westfalen
2,Mendig Rheinland-Pfalz
2,Mengen Baden-Württemberg
2,Mengerschied Rheinland-Pfalz
2,Mengerskirchen Hessen
2,Mengkofen Bayern
2,Menningen Rheinland-Pfalz
2,Menslage Niedersachsen
2,Menteroda Thüringen
2,Menzendorf Mecklenburg-Vorpommern
2,Meppen Niedersachsen
2,Merching Bayern
2,Merchweiler Saarland
2,Merdingen Baden-Württemberg
2,Merenberg Hessen
2,Mering Bayern
2,Merkelbach Rheinland-Pfalz
2,Merkendorf Bayern
2,Merklingen Baden-Württemberg
2,Merlscheid Rheinland-Pfalz
2,Mermuth Rheinland-Pfalz
2,Merschbach Rheinland-Pfalz
2,Merseburg Sachsen-Anhalt
2,Mertendorf Sachsen-Anhalt
2,Mertendorf Thüringen
2,Mertesdorf Rheinland-Pfalz
2,Mertesheim Rheinland-Pfalz
2,Mertingen Bayern
2,Mertloch Rheinland-Pfalz
2,Merxheim Rheinland-Pfalz
2,Merzalben Rheinland-Pfalz
2,Merzdorf Brandenburg
2,Merzen Niedersachsen
2,Merzenich Nordrhein-Westfalen
2,Merzhausen Baden-Württemberg
2,Merzig Saarland
2,Merzkirchen Rheinland-Pfalz
2,Merzweiler Rheinland-Pfalz
2,Meschede Nordrhein-Westfalen
2,Mescherin Brandenburg
2,Mesekenhagen Mecklenburg-Vorpommern
2,Mesenich Rheinland-Pfalz
2,Mespelbrunn Bayern
2,Messel Hessen
2,Messenkamp Niedersachsen
2,Messerich Rheinland-Pfalz
2,Messingen Niedersachsen
2,Meßkirch Baden-Württemberg
2,Meßstetten Baden-Württemberg
2,Mestlin Mecklenburg-Vorpommern
2,Metelen Nordrhein-Westfalen
2,Metelsdorf Mecklenburg-Vorpommern
2,Metten Bayern
2,Mettendorf Rheinland-Pfalz
2,Mettenheim Bayern
2,Mettenheim Rheinland-Pfalz
2,Metterich Rheinland-Pfalz
2,Mettingen Nordrhein-Westfalen
2,Mettlach Saarland
2,Mettmann Nordrhein-Westfalen
2,Mettweiler Rheinland-Pfalz
2,Metzels Thüringen
2,Metzenhausen Rheinland-Pfalz
2,Metzingen Baden-Württemberg
2,Meudt Rheinland-Pfalz
2,Meura Thüringen
2,Meusebach Thüringen
2,Meuselbach-Schwarzmühle Thüringen
2,Meuselwitz Thüringen
2,Meuspath Rheinland-Pfalz
2,Meyenburg Brandenburg
2,Meyn Schleswig-Holstein
2,Michelau in Oberfranken Bayern
2,Michelau i.Steigerwald Bayern
2,Michelbach Rheinland-Pfalz
2,Michelbach an der Bilz Baden-Württemberg
2,Michelfeld Baden-Württemberg
2,Michelsneukirchen Bayern
2,Michelstadt Hessen
2,Michendorf Brandenburg
2,Mickhausen Bayern
2,Midlum Schleswig-Holstein
2,Miehlen Rheinland-Pfalz
2,Mielkendorf Schleswig-Holstein
2,Miellen Rheinland-Pfalz
2,Miesbach Bayern
2,Miesitz Thüringen
2,Mietingen Baden-Württemberg
2,Mihla Thüringen
2,Milda Thüringen
2,Mildenau Sachsen
2,Mildstedt Schleswig-Holstein
2,Millienhagen-Oebelitz Mecklenburg-Vorpommern
2,Milmersdorf Brandenburg
2,Milow Mecklenburg-Vorpommern
2,Milower Land Brandenburg
2,Miltach Bayern
2,Miltenberg Bayern
2,Mindelheim Bayern
2,Mindelstetten Bayern
2,Minden Nordrhein-Westfalen
2,Minden Rheinland-Pfalz
2,Minderlittgen Rheinland-Pfalz
2,Minfeld Rheinland-Pfalz
2,Minheim Rheinland-Pfalz
2,Mintraching Bayern
2,Mirow Mecklenburg-Vorpommern
2,Misselberg Rheinland-Pfalz
2,Missen-Wilhams Bayern
2,Mistelbach Bayern
2,Mistelgau Bayern
2,Mistorf Mecklenburg-Vorpommern
2,Mittelangeln Schleswig-Holstein
2,Mittelbiberach Baden-Württemberg
2,Mittelbrunn Rheinland-Pfalz
2,Mitteleschenbach Bayern
2,Mittelfischbach Rheinland-Pfalz
2,Mittelherwigsdorf Sachsen
2,Mittelhof Rheinland-Pfalz
2,Mittelneufnach Bayern
2,Mittelnkirchen Niedersachsen
2,Mittelpöllnitz Thüringen
2,Mittelreidenbach Rheinland-Pfalz
2,Mittelsinn Bayern
2,Mittelsömmern Thüringen
2,Mittelstenahe Niedersachsen
2,Mittelstetten Bayern
2,Mittelstrimmig Rheinland-Pfalz
2,Mittenaar Hessen
2,Mittenwald Bayern
2,Mittenwalde Brandenburg
2,Mitterfels Bayern
2,Mitterskirchen Bayern
2,Mitterteich Bayern
2,Mittweida Sachsen
2,Mitwitz Bayern
2,Mixdorf Brandenburg
2,Möckern Sachsen-Anhalt
2,Möckern Thüringen
2,Möckmühl Baden-Württemberg
2,Mockrehna Sachsen
2,Modautal Hessen
2,Mödingen Bayern
2,Moers Nordrhein-Westfalen
2,Mogendorf Rheinland-Pfalz
2,Mögglingen Baden-Württemberg
2,Möglingen Baden-Württemberg
2,Mohlsdorf-Teichwolframsdorf Thüringen
2,Möhnesee Nordrhein-Westfalen
2,Möhnsen Schleswig-Holstein
2,Möhrendorf Bayern
2,Mohrkirch Schleswig-Holstein
2,Moisburg Niedersachsen
2,Molauer Land Sachsen-Anhalt
2,Molbergen Niedersachsen
2,Molfsee Schleswig-Holstein
2,Möllenbeck Mecklenburg-Vorpommern
2,Möllenhagen Mecklenburg-Vorpommern
2,Mölln Mecklenburg-Vorpommern
2,Mölln Schleswig-Holstein
2,Molsberg Rheinland-Pfalz
2,Molschleben Thüringen
2,Mölschow Mecklenburg-Vorpommern
2,Mölsheim Rheinland-Pfalz
2,Moltzow Mecklenburg-Vorpommern
2,Molzhain Rheinland-Pfalz
2,Mömbris Bayern
2,Mömlingen Bayern
2,Mommenheim Rheinland-Pfalz
2,Mönchberg Bayern
2,Mönchengladbach Nordrhein-Westfalen
2,Mönchenholzhausen Thüringen
2,Mönchgut Mecklenburg-Vorpommern
2,Mönchhagen Mecklenburg-Vorpommern
2,Mönchpfiffel-Nikolausrieth Thüringen
2,Mönchsdeggingen Bayern
2,Mönchsroth Bayern
2,Mönchweiler Baden-Württemberg
2,Monheim Bayern
2,Monheim am Rhein Nordrhein-Westfalen
2,Mönkeberg Schleswig-Holstein
2,Mönkebude Mecklenburg-Vorpommern
2,Mönkhagen Schleswig-Holstein
2,Mönkloh Schleswig-Holstein
2,Monreal Rheinland-Pfalz
2,Monschau Nordrhein-Westfalen
2,Monsheim Rheinland-Pfalz
2,Mönsheim Baden-Württemberg
2,Monstab Thüringen
2,Montabaur Rheinland-Pfalz
2,Möntenich Rheinland-Pfalz
2,Monzelfeld Rheinland-Pfalz
2,Monzernheim Rheinland-Pfalz
2,Monzingen Rheinland-Pfalz
2,Moordiek Schleswig-Holstein
2,Moorenweis Bayern
2,Moorgrund Thüringen
2,Moorhusen Schleswig-Holstein
2,Moormerland Niedersachsen
2,Moorrege Schleswig-Holstein
2,Moorweg Niedersachsen
2,Moos Bayern
2,Moos Baden-Württemberg
2,Moosach Bayern
2,Moosbach Bayern
2,Moosburg Bayern
2,Moosburg Baden-Württemberg
2,Moosinning Bayern
2,Moosthenning Bayern
2,Moraas Mecklenburg-Vorpommern
2,Morbach Rheinland-Pfalz
2,Mörel Schleswig-Holstein
2,Mörfelden-Walldorf Hessen
2,Moringen Niedersachsen
2,Moritzburg Sachsen
2,Moritzheim Rheinland-Pfalz
2,Mörlen Rheinland-Pfalz
2,Mörlenbach Hessen
2,Mörnsheim Bayern
2,Morsbach Nordrhein-Westfalen
2,Mörsbach Rheinland-Pfalz
2,Mörschbach Rheinland-Pfalz
2,Morscheid Rheinland-Pfalz
2,Morschen Hessen
2,Morschheim Rheinland-Pfalz
2,Mörschied Rheinland-Pfalz
2,Mörsdorf Rheinland-Pfalz
2,Mörsdorf Thüringen
2,Mörsfeld Rheinland-Pfalz
2,Morshausen Rheinland-Pfalz
2,Mörstadt Rheinland-Pfalz
2,Mosbach Baden-Württemberg
2,Mosbruch Rheinland-Pfalz
2,Moschheim Rheinland-Pfalz
2,Moselkern Rheinland-Pfalz
2,Möser Sachsen-Anhalt
2,Mossautal Hessen
2,Moßbach Thüringen
2,Mössingen Baden-Württemberg
2,Motten Bayern
2,Möttingen Bayern
2,Mötzing Bayern
2,Mötzingen Baden-Württemberg
2,Moxa Thüringen
2,Mözen Schleswig-Holstein
2,Much Nordrhein-Westfalen
2,Mucheln Schleswig-Holstein
2,Mücheln (Geiseltal) Sachsen-Anhalt
2,Muchow Mecklenburg-Vorpommern
2,Mücka - Mikow Sachsen
2,Mücke Hessen
2,Mückeln Rheinland-Pfalz
2,Mudau Baden-Württemberg
2,Müden (Aller) Niedersachsen
2,Mudenbach Rheinland-Pfalz
2,Müden (Mosel) Rheinland-Pfalz
2,Mudersbach Rheinland-Pfalz
2,Mudershausen Rheinland-Pfalz
2,Mügeln Sachsen
2,Muggensturm Baden-Württemberg
2,Müglitztal Sachsen
2,Mühbrook Schleswig-Holstein
2,Mühlacker Baden-Württemberg
2,Mühlau Sachsen
2,Mühlberg/Elbe Brandenburg
2,Mühldorf a. Inn Bayern
2,Mühlenbach Baden-Württemberg
2,Mühlenbarbek Schleswig-Holstein
2,Mühlenbecker Land Brandenburg
2,Mühlenberge Brandenburg
2,Mühlen Eichsen Mecklenburg-Vorpommern
2,Mühlenfließ Brandenburg
2,Mühlenrade Schleswig-Holstein
2,Mühlental Sachsen
2,Mühlhausen Baden-Württemberg
2,Mühlhausen Bayern
2,Mühlhausen Thüringen
2,Mühlhausen-Ehingen Baden-Württemberg
2,Mühlhausen im Täle Baden-Württemberg
2,Mühlheim am Main Hessen
2,Mühlheim an der Donau Baden-Württemberg
2,Mühlingen Baden-Württemberg
2,Mühlpfad Rheinland-Pfalz
2,Mühl Rosin Mecklenburg-Vorpommern
2,Mühltal Hessen
2,Muhr am See Bayern
2,Mülbach Rheinland-Pfalz
2,Mulda/Sachsen Sachsen
2,Muldenhammer Sachsen
2,Muldestausee Sachsen-Anhalt
2,Mulfingen Baden-Württemberg
2,Mülheim an der Mosel Rheinland-Pfalz
2,Mülheim an der Ruhr Nordrhein-Westfalen
2,Mülheim-Kärlich Rheinland-Pfalz
2,Müllenbach Rheinland-Pfalz
2,Müllheim Baden-Württemberg
2,Müllrose Brandenburg
2,Mülsen Sachsen
2,Mülverstedt Thüringen
2,Münchberg Bayern
2,Müncheberg Brandenburg
2,Münchehofe Brandenburg
1,München Bayern
2,Münchenbernsdorf Thüringen
2,Münchhausen Hessen
2,Münchsmünster Bayern
2,Münchsteinach Bayern
2,Münchwald Rheinland-Pfalz
2,Münchweiler am Klingbach Rheinland-Pfalz
2,Münchweiler an der Alsenz Rheinland-Pfalz
2,Münchweiler an der Rodalb Rheinland-Pfalz
2,Mundelsheim Baden-Württemberg
2,Munderkingen Baden-Württemberg
2,Mündersbach Rheinland-Pfalz
2,Münk Rheinland-Pfalz
2,Munkbrarup Schleswig-Holstein
2,Münnerstadt Bayern
2,Munningen Bayern
2,Münsing Bayern
2,Münsingen Baden-Württemberg
2,Munster Niedersachsen
2,Münster Nordrhein-Westfalen
2,Münster Bayern
2,Münsterappel Rheinland-Pfalz
2,Münsterdorf Schleswig-Holstein
2,Münsterhausen Bayern
2,Münster (Hessen) Hessen
2,Münstermaifeld Rheinland-Pfalz
2,Münster-Sarmsheim Rheinland-Pfalz
2,Münstertal/Schwarzwald Baden-Württemberg
2,Münzenberg Hessen
2,Murchin Mecklenburg-Vorpommern
2,Murg Baden-Württemberg
2,Mürlenbach Rheinland-Pfalz
2,Murnau am Staffelsee Bayern
2,Murr Baden-Württemberg
2,Murrhardt Baden-Württemberg
2,Müsch Rheinland-Pfalz
2,Müschenbach Rheinland-Pfalz
2,Müssen Schleswig-Holstein
2,Mustin Schleswig-Holstein
2,Mustin Mecklenburg-Vorpommern
2,Musweiler Rheinland-Pfalz
2,Mutlangen Baden-Württemberg
2,Mutterschied Rheinland-Pfalz
2,Mutterstadt Rheinland-Pfalz
2,Mützenich Rheinland-Pfalz
2,Muxerath Rheinland-Pfalz
2,Nabburg Bayern
2,Nachrodt-Wiblingwerde Nordrhein-Westfalen
2,Nachtsheim Rheinland-Pfalz
2,Nack Rheinland-Pfalz
2,Nackenheim Rheinland-Pfalz
2,Nadrensee Mecklenburg-Vorpommern
2,Nagel Bayern
2,Nagold Baden-Württemberg
2,Nahe Schleswig-Holstein
2,Nahrendorf Niedersachsen
2,Naila Bayern
2,Nalbach Saarland
2,Namborn Saarland
2,Nandlstadt Bayern
2,Nannhausen Rheinland-Pfalz
2,Nanzdietschweiler Rheinland-Pfalz
2,Nasingen Rheinland-Pfalz
2,Nassau Rheinland-Pfalz
2,Nassenfels Bayern
2,Nastätten Rheinland-Pfalz
2,Natendorf Niedersachsen
2,Nattenheim Rheinland-Pfalz
2,Nattheim Baden-Württemberg
2,Nauen Brandenburg
2,Nauendorf Thüringen
2,Nauheim Hessen
2,Naumburg Hessen
2,Naumburg (Saale) Sachsen-Anhalt
2,Naundorf Sachsen
2,Naunheim Rheinland-Pfalz
2,Naunhof Sachsen
2,Nauort Rheinland-Pfalz
2,Naurath (Eifel) Rheinland-Pfalz
2,Naurath (Wald) Rheinland-Pfalz
2,Nauroth Rheinland-Pfalz
2,Nausitz Thüringen
2,Nausnitz Thüringen
2,Nazza Thüringen
2,Nebel Schleswig-Holstein
2,Nebelschütz - Njebjelčicy Sachsen
2,Nebra (Unstrut) Sachsen-Anhalt
2,Neckarbischofsheim Baden-Württemberg
2,Neckargemünd Baden-Württemberg
2,Neckargerach Baden-Württemberg
2,Neckarsteinach Hessen
2,Neckarsulm Baden-Württemberg
2,Neckartailfingen Baden-Württemberg
2,Neckartenzlingen Baden-Württemberg
2,Neckarwestheim Baden-Württemberg
2,Neckarzimmern Baden-Württemberg
2,Neddemin Mecklenburg-Vorpommern
2,Neef Rheinland-Pfalz
